#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: DEMO
#Date Time: 2020-02-25 15:55:32.033
#Start: 10 Hz
#Stop: 10000 Hz
#Steps: 151
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.57422 V
#Offset: 0.000269454 V
#Relative: no
#Channel: Channel 2
#Range: 5.51641 V
#Offset: 0.000317814 V
#Relative: yes

Frequency (Hz)	Channel 1 Magnitude (dB)	Channel 2 Magnitude (dB)	Channel 2 Phase (deg)
398.1071705534973	0.02266072325643442	-0.6512326058539653	-20.05025344369393
416.8693834703357	0.02260241137688989	-0.7032618875596898	-20.88763942121277
436.5158322401661	0.02278393272168495	-0.7594618765523674	-21.75294732246383
457.0881896148752	0.02247002965889151	-0.8195469935420784	-22.64497753804935
478.6300923226388	0.02223553279941968	-0.8850994131046651	-23.56684600928533
501.1872336272725	0.02229088811057269	-0.9548422308004378	-24.51442904202199
524.8074602497728	0.02266338567551011	-1.029684793731191	-25.4886678377722
549.5408738576245	0.02273196232614912	-1.109601025885419	-26.49053243252119
575.4399373371572	0.022070604694923	-1.195505803985995	-27.51668201452773
602.5595860743581	0.02232635952984903	-1.287025336061982	-28.56872607710244
630.9573444801933	0.02174300080594343	-1.38453392026635	-29.64724958989295
660.6934480075964	0.0219613961791121	-1.48945846356259	-30.74430482262918
691.8309709189366	0.02173928884298847	-1.600391837696595	-31.86727123297308
724.4359600749902	0.02147415624072755	-1.718275682504895	-33.00916819353758
758.5775750291845	0.02133666209173098	-1.843486321543663	-34.17245095105946
794.3282347242817	0.02236379474180886	-1.976322619475321	-35.34905839934046
831.7637711026713	0.02152092106202984	-2.116415701503646	-36.54509998014089
870.9635899560806	0.02111117385985813	-2.264268919973277	-37.75461882965078
912.0108393559101	0.02087858806786067	-2.420171728359261	-38.97346679281464
954.9925860214364	0.02070144397003163	-2.584409776972841	-40.2018501453756
1000	0.02051526291972441	-2.75687381090793	-41.43884913631156
1047.1285480509	0.02023408989005198	-2.937127083607358	-42.678025802759
1096.478196143186	0.01998533590345579	-3.125781672739754	-43.92242514504393
1148.153621496883	0.01987793535316823	-3.323897226467451	-45.16546192614452
1202.264434617413	0.0189466590300996	-3.52913918237167	-46.40204819488669
1258.925411794167	0.0195400465951644	-3.742522830003258	-47.63795669732361
1318.256738556407	0.01894071500061189	-3.965314649990426	-48.86370590447933
1380.384264602885	0.01852087295585852	-4.195671472746063	-50.08427980660289
1445.439770745928	0.01872199189982821	-4.433690138118941	-51.29507474217404
1513.561248436209	0.01811377215220184	-4.680619572730818	-52.48872129418777
1584.893192461113	0.01740231948024975	-4.934295525702846	-53.663135820191
1659.586907437561	0.01668473908476556	-5.195940524707075	-54.82612004973596
1737.800828749376	0.01662202145514483	-5.463974393727896	-55.96552627993623
1819.700858609984	0.01554743865217692	-5.739696228903918	-57.08728398758499
1905.460717963248	0.01559392295563582	-6.02127397243907	-58.18462484644992
1995.262314968881	0.01454300450001203	-6.309442995823696	-59.26434955393706
2089.29613085404	0.01451866404858239	-6.605632245492888	-60.30875472004004
2187.761623949553	0.01416241163151938	-6.90639982598195	-61.33479967861616
2290.867652767773	0.01364108945914508	-7.21198396768278	-62.32842101729388
2398.832919019491	0.0122423182944422	-7.523952478400425	-63.31061686906898
2511.886431509582	0.01182631320419088	-7.841722087980934	-64.25314714057788
2630.267991895382	0.01041803704375329	-8.163260569033424	-65.17138411528133
2754.228703338167	0.009313669155431945	-8.489074730484209	-66.06639879191601
2884.031503126605	0.008675021990694649	-8.820585624150691	-66.93144623218654
3019.951720402017	0.008133019301175361	-9.154672900223154	-67.75966010968257
3162.27766016838	0.0068516220624405	-9.494402534435626	-68.56841656605954
3311.311214825911	0.005920595442050799	-9.837085531812928	-69.34876582689299
3467.368504525317	0.005709505624343198	-10.18174624746477	-70.09698205854625
3630.780547701015	0.003694906748713382	-10.53032847776285	-70.83231053254167
3801.893963205612	0.002912091316673444	-10.88260182068064	-71.53983416611206
3981.071705534974	0.0009720793922155216	-11.23749479255755	-72.20840519190779
4168.693834703354	-1.579160124744249e-05	-11.59325209870337	-72.85698024202952
4365.15832240166	-0.0008632850917295435	-11.95552174149486	-73.48542041781815
4570.881896148752	-0.001598198610622517	-12.31648190036544	-74.08710012887258
4786.300923226383	-0.00280718267732427	-12.68042518642806	-74.67141238925845
5011.872336272725	-0.004525642812425603	-13.04701216296218	-75.22471275683745
5248.074602497725	-0.00739758926669459	-13.41571804985246	-75.7598043916549
5495.408738576246	-0.006075350264001089	-13.78662726762749	-76.26735237160165
5754.399373371572	-0.008979433314525111	-14.15737626490671	-76.76128856753414
6025.595860743577	-0.009550503780496983	-14.53276596767079	-77.23752894420284
6309.573444801934	-0.01099771275113562	-14.90553603097469	-77.68710397990486
6606.934480075958	-0.01093953273841193	-15.27884629712673	-78.11497182675498
6918.309709189365	-0.02073868068271281	-15.65750045217729	-78.54097537183084
7244.359600749903	-0.01412445008536482	-16.03167031328598	-78.93514070570149
7585.775750291837	-0.01462529238516074	-16.41160772412992	-79.31687750513811
7943.282347242816	-0.01542325875661824	-16.79322578114937	-79.67326638453885
8317.637711026713	-0.01892166212613943	-17.16935411717395	-80.01692090132536
8709.635899560806	-0.02359516963807161	-17.55208085602017	-80.36130430145064
9120.1083935591	-0.026266313085183	-17.93380893768522	-80.66914441350063
9549.925860214356	-0.02603411723866734	-18.31726338088648	-80.99258395115778
10000	-0.02350477956550734	-18.69915473917729	-81.2928366662079
